"""content""","""publishtime""","""area""","""majorpollutant""","""forecastdate""","""aqi""","""minorpollutant""","""minorpollutantaqi"""
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",宜蘭,,2022-06-14,35,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",宜蘭,,2022-06-15,35,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",宜蘭,,2022-06-16,35,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",宜蘭,,2022-06-17,35,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",花東,,2022-06-14,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",花東,,2022-06-15,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",花東,,2022-06-16,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",花東,,2022-06-17,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",馬祖,,2022-06-14,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",中部,,2022-06-15,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",高屏,,2022-06-15,30,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",高屏,,2022-06-16,30,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",金門,,2022-06-14,35,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",澎湖,,2022-06-14,35,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",中部,,2022-06-16,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",中部,,2022-06-17,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",雲嘉南,,2022-06-14,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",雲嘉南,,2022-06-15,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",雲嘉南,,2022-06-16,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",雲嘉南,,2022-06-17,40,,
"今（13）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局13日18時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-13 22:00",高屏,,2022-06-14,30,,
"今（14）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局14日10時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-14 10:30",中部,,2022-06-16,40,,
"今（14）日環境風場為西南風，全臺各地擴散條件佳，空氣品質為良好等級。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局14日10時氣象資料顯示:14日受西南風影響，竹苗以南位於迎風面，擴散條件佳；北部空品區位於下風處，污染物稍易累積；金門及馬祖易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。

15日受鋒面接近及西南風影響，全臺降雨機率增加，受降雨洗除作用，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
16日仍受鋒面及西南風影響，全臺各地擴散條件佳，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，14日至19日受西南風及偏南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-14 10:30",雲嘉南,,2022-06-14,40,,
